count	reward_sum	squared_reward_sum	length
337	-120.99673101305962	7.824645236122958	2000
338	-122.29054245725274	8.103560164663806	2000
339	-125.45345941279083	8.108283054609343	2000
340	-126.63759900815785	8.34536350115275	2000
341	-104.79498276486993	10000.934875057306	120
342	-130.54984394926578	8.837901253461872	2000
343	-131.40515300817788	9.046148592848642	2000
344	-127.49616654589772	8.748568766072893	2000
345	-131.9814037438482	9.226590587576046	2000
346	-131.27620597556233	9.219268998220542	2000
347	-128.91960744559765	8.968889676542824	2000
348	-124.95310479961336	8.493049602975479	2000
349	-111.88317974377424	10006.370274908499	210
350	-117.07742596417665	10006.486036553666	53
351	-108.4251149687916	10002.291030494858	130
352	-113.07505955174565	10005.71882395189	49
353	-107.51156946923584	10002.441582510974	78
354	-116.36127594299614	10007.794477318987	49
355	-116.42615612503141	10006.026780949202	76
356	-112.26818396896124	10003.759943893117	74
357	-108.55923428293318	10002.217459569336	125
358	-117.16409048065543	10008.14415310109	50
359	-119.62031599879265	10006.578737565103	91
360	-109.45806047366932	10002.227678262758	85
361	-118.49067471921444	10006.550655823525	88
362	-113.54336342029274	10006.639400664857	49
363	-118.8186155660078	10009.53014945363	49
364	-119.3265693038702	10006.333796767089	90
365	-118.95133962482214	10008.983445820797	48
366	-119.58582800626755	10009.403497175837	53
367	-119.82405194081366	10006.596153157512	91
368	-107.77734240051359	10002.028737085213	112
369	-121.13265228457749	10006.947962876884	102
370	-116.60740055888891	10006.918042726715	50
371	-108.40907023660839	10001.867355929304	131
372	-119.93351017683744	10009.483686818112	48
373	-108.00760402344167	10002.268449161813	114
374	-122.88300054892898	10007.477440214305	120
375	-119.20631062239408	10008.574457465493	49
376	-109.75254463031888	10002.09594964094	151
377	-107.30944655276835	10001.911252653721	106
378	-123.29217888042331	10007.412689681749	128
379	-119.1755694411695	10006.796217671295	89
380	-116.68527230806649	10005.774547949928	54
381	-117.91940140724182	10008.048393087589	49
382	-108.85907410550863	10001.623081474141	145
383	-110.77965641114861	10001.950791977695	174
384	-107.26292268652469	10002.086165978691	106
385	-129.39199274033308	10007.719159520666	221
386	-107.18438753532246	10002.29672057754	87
387	-123.33955836296082	10007.49434672973	121
388	-116.24291845038533	10005.72861622197	74
389	-123.28972233459353	10007.65319262646	122
390	-106.92926070466638	10002.864073509501	81
391	-107.30853639170527	10002.210328411506	97
392	-120.22834940999746	10008.596728018323	52
393	-119.66897962614894	10009.999804269102	48
394	-124.50973491370678	10007.756692012288	133
395	-107.08215144486167	10001.980968831462	96
396	-107.02351021114737	10002.0260436356	85
397	-120.04644732177258	10009.376520768887	46
398	-121.41756145656109	10007.549710244408	93
399	-107.37296877009794	10002.048975654367	91
400	-118.74186643213034	10008.132180701747	46
401	-110.66864138841629	10002.0063797055	166
402	-117.00333553552628	10006.666688150666	48
403	-121.17352595180273	10009.786693945893	49
404	-107.82729555200785	10002.7398780622	65
405	-106.93189951311797	10002.248246734845	85
406	-119.17877227813005	10008.910547512782	47
407	-107.16258880216628	10002.046790561353	92
408	-125.62803894653916	10007.507990381657	156
409	-122.85313575714827	10007.727885446198	115
410	-107.34901141095906	10002.025604894894	107
411	-118.00073280185461	10006.065467459148	86
412	-123.57599553093314	10007.356508461517	133
413	-111.2937022941187	10002.041401676504	177
414	-120.4905412234366	10006.950480524287	97
415	-121.87351031601429	10012.052531106287	47
416	-114.39481040090322	10005.346802948252	44
417	-107.15384750626981	10001.881963640402	103
418	-110.03271028958261	10003.133469952227	49
419	-124.97633195854723	10007.97699161142	140
420	-107.194992961362	10002.549466700095	72
421	-106.99780312553048	10001.986742371786	93
422	-116.7346618603915	10005.802421196753	78
423	-107.12314174883068	10002.567615228221	77
424	-126.19419690594077	10007.870602658466	163
425	-115.76881531439722	10005.49599073656	72
426	-119.42361788451672	10006.89368945214	89
427	-116.60411712247878	10005.769370947572	77
428	-108.44125702558085	10002.284579564972	112
429	-118.50762192159891	10006.220971075274	83
430	-117.10989646613598	10007.130991096095	46
431	-120.03435780480504	10006.855755361748	94
432	-109.84123676316813	10002.269890919446	143
433	-113.21459459140897	10004.48816771801	43
434	-109.9091127384454	10002.60655147829	60
435	-107.49968059919775	10001.758704991118	119
436	-108.73254607338458	10002.553506407568	71
437	-115.61082477122545	10005.925908798676	45
438	-116.91206686198711	10006.020055886993	52
439	-121.8734765984118	10006.12472389966	142
440	-118.88322550058365	10006.956255220388	55
441	-116.87679561972618	10006.869384329544	46
442	-109.04674425162375	10003.221316546662	58
443	-120.18726893141866	10009.910773563703	47
444	-110.83395733358338	10003.434775791391	69
445	-113.14912678627297	10002.34350453359	164
446	-117.64783290028572	10007.079030808321	47
447	-114.09753751382232	10005.255651375746	43
448	-118.78689423575997	10008.420715121358	45
449	-107.37093850970268	10001.98109499129	119
450	-109.24076089914888	10002.518601485383	61
451	-108.68906123423949	10001.875169034949	144
452	-119.71643718332052	10008.914593348967	47
453	-115.05781767517328	10005.716506036351	43
454	-123.24439963325858	10007.326251175655	110
455	-128.00459899380803	10006.674621920974	244
456	-118.56261216849089	10008.792519350905	50
457	-115.29463973687962	10004.817890267015	84
458	-117.5071710664779	10006.314515657843	89
459	-120.20190246962011	10006.727102897677	105
460	-111.52412859082688	10002.710570351377	97
461	-112.27144943643361	10002.33240377077	144
462	-107.54763093730435	10001.77522707426	134
463	-119.22429767251015	10008.763629558824	46
464	-118.66822579782456	10008.451272080121	52
465	-121.62449556589127	10011.43243546468	46
466	-112.62289021350443	10003.87507298831	47
467	-121.65259941667318	10006.503390589774	119
468	-112.98026328906417	10004.152638422545	71
469	-116.54004335403442	10006.009169977982	88
470	-119.27054823189974	10008.343060530051	52
471	-107.58560552401468	10002.766251574327	76
472	-116.48516264383215	10005.654874820037	89
473	-114.63720652461052	10005.503254467127	43
474	-118.56400079280138	10006.411998830597	116
475	-107.54352648649365	10002.598581893053	108
476	-120.46027126163244	10006.965610149055	104
477	-122.78455280140042	10007.619038437735	124
478	-116.44630257412791	10006.253551181237	90
479	-121.40260705910623	10007.52934172698	112
480	-112.42562695872039	10005.95953515629	61
481	-111.6025260668248	10002.295736843815	180
482	-109.3500755596906	10003.005073893186	77
483	-117.19511714950204	10008.037485842206	49
484	-107.61383670382202	10002.5409276765	90
485	-110.13914769282565	10001.769226481752	173
486	-113.5582986464724	10005.224939579322	77
487	-116.09705993533134	10006.944494255009	77
488	-117.53620986826718	10007.86472804425	50
489	-111.95740180741996	10003.92322713746	59
490	-114.16384321078658	10004.401336282506	76
491	-114.89707169122994	10004.966927803694	78
492	-131.20075235050172	21.681933317834787	2000
493	-115.78100507333875	10004.372558677025	90
494	-117.40541076660156	10007.194877547321	46
495	-107.51110623637214	10002.81460409432	92
496	-108.12498329998925	10001.659766692488	136
497	-113.23165777698159	10006.298594180487	73
498	-111.67638859990984	10002.190363197293	191
499	-107.8055338151753	10001.87643636419	133
500	-115.97439515963197	10003.74700005212	124
501	-107.90034824842587	10002.148083798389	122
502	-116.0431340765208	10007.030426247837	49
503	-113.68042732123286	10005.480971018816	51
504	-107.8046192554757	10001.902437407734	118
505	-109.99868763890117	10002.046333865932	157
506	-107.90787654276937	10002.021804424425	121
507	-116.21589756757021	10007.251333571734	49
508	-106.95507348701358	10001.956101074235	102
509	-116.15431164391339	10006.896133434278	52
510	-117.29880583286285	10007.84274748694	50
511	-117.87248351797462	10004.62817618123	117
512	-117.63632571697235	10008.148125862634	49
513	-109.36070088623092	10001.95026405547	153
514	-108.17130739893764	10001.984430145932	120
515	-116.9086235165596	10004.92479445099	98
516	-119.24752620235085	10005.277252338781	132
517	-113.02178536355495	10004.57977269705	41
518	-117.34397052228451	10005.427194507032	100
519	-116.85440985672176	10004.8533300146	97
520	-116.81446688622236	10006.65797862128	47
521	-121.91144443675876	10006.63305502175	142
522	-108.3650286719203	10001.84976253998	140
523	-107.71255395468324	10002.389083224607	97
524	-107.94283585017547	10002.489281113698	80
525	-116.80163522064686	10005.235290293616	92
526	-115.94966025650501	10005.41644175273	83
527	-116.74214260652661	10005.57510697696	90
528	-118.95857483521104	10005.505425873343	114
529	-116.86636367440224	10006.39833477454	90
530	-116.66281967051327	10005.659102120253	89
531	-113.81853604875505	10004.738973460877	56
532	-107.87841534335166	10002.229169444225	102
533	-120.18045550957322	10007.929082479372	109
534	-118.59121084958315	10005.579131664652	109
535	-108.89813585253432	10002.182244855969	132
536	-119.44670509546995	10006.509152514063	111
537	-111.03559083119035	10002.807471503056	61
538	-116.89780015312135	10007.731426281705	49
539	-115.67975155636668	10005.864881194353	79
540	-116.62576806172729	10005.964605680498	85
541	-116.51190159469843	10006.921808499934	79
542	-107.19549767486751	10002.26362454006	99
543	-119.89614982157946	10009.9736061354	90
544	-116.21739921346307	10007.56145117129	48
545	-120.70544420648366	10012.017127924004	91
546	-110.87720240326598	10004.78711915958	57
547	-112.12474113050848	10001.854898730688	192
548	-120.30655245669186	10012.074399862202	77
549	-118.00486259907484	10008.426820885396	49
550	-119.65486773103476	10006.576972749186	95
551	-117.39428867399693	10006.262002625936	52
552	-121.2290306147188	10006.886562998241	111
553	-117.53784264065325	10008.10443687733	48
554	-119.72488919273019	10007.259586083848	92
555	-126.89465393684804	10010.494653013095	124
556	-124.60240239836276	10008.626468409682	129
557	-114.4666072903201	10006.10992364326	67
558	-117.06753638386726	10007.63125558403	49
559	-113.86677324771881	10007.56958436679	62
560	-110.32776538375765	10002.769866596549	62
561	-115.69003541674465	10006.215615033525	81
562	-121.17748317494988	10007.872963027678	105
563	-114.7638158928603	10004.881773700436	58
564	-109.7280168235302	10002.026795758264	68
565	-112.12419318896718	10005.211391494642	68
566	-115.6468032989651	10006.23227576307	88
567	-108.818733968772	10003.022267543562	55
568	-115.7811027765274	10004.418642086139	96
569	-105.47715673968196	10001.48152974972	120
570	-108.60319261811674	10002.26144848126	124
571	-116.94203476794064	10008.21360476089	81
572	-116.55038316361606	10006.303027512098	79
573	-117.63248975202441	10008.022494876332	50
574	-113.30398846045136	10004.494430741452	56
575	-127.30421820096672	10010.84742041895	118
576	-118.9640742726624	10008.402273227606	91
577	-111.1139917280525	10003.238394358326	63
578	-114.74495612643659	10005.42573958589	76
579	-115.84476650040597	10007.048381832632	49
580	-107.9279427472502	10001.893081009643	120
581	-126.22944349609315	10013.593369089762	130
582	-119.27643461246043	10007.353349817518	110
583	-121.63904846832156	10011.364816770045	94
584	-107.94777608849108	10002.781773221548	88
585	-110.43604297377169	10002.107684625267	69
586	-113.87721346691251	10004.25627191523	62
587	-108.40606590267271	10002.033950874591	106
588	-108.29345066193491	10002.713126859198	85
589	-127.52361631020904	10014.624075213385	134
590	-108.10189308319241	10002.75141053788	77
591	-108.52740618400276	10001.965721061584	126
592	-123.93711265176535	10015.144098817002	86
593	-121.42066639196128	10013.392152729322	79
594	-106.56134433764964	10001.928495033368	106
595	-107.16190748289227	10002.504711246442	98
596	-125.5558657515794	10014.113298648443	114
597	-123.75842775776982	10013.731085556581	95
598	-126.52443227544427	10013.554271000381	135
599	-106.8093395922333	10001.472312808679	124
600	-107.6608850331977	10001.822756021991	138
601	-121.80544198304415	10013.696406246803	80
602	-122.5168800316751	10013.789307383506	85
603	-119.98982079699636	10011.093250723397	82
604	-124.29934670869261	10013.52627333863	106
605	-108.19823812320828	10001.98920712518	116
606	-122.82663560844958	10012.736516573477	95
607	-123.10472331102937	10012.698537424758	101
608	-125.03306751511991	10014.665567640192	106
609	-122.93112856149673	10012.539128179615	99
610	-149.00489033944905	11.961105995688941	2000
611	-109.27482660952955	10001.60276973517	73
612	-106.00070207379758	10001.597637247673	114
613	-121.0558580737561	10013.625739339463	76
614	-106.01159800123423	10001.582149974882	116
615	-106.55806228332222	10001.462023163189	128
616	-159.9035737980157	19.507643160454123	2000
617	-108.7923010759987	10002.343892297076	68
618	-105.47296404000372	10000.856286072862	139
619	-148.94335254002362	10011.250114682813	392
620	-131.58895595511422	10007.980398340973	328
621	-146.69041028339416	11.372741488055063	2000
622	-121.19668926484883	9.5054395596608	2000
623	-132.98558007087559	10008.66017126587	273
624	-145.54616454802454	11.327595878032904	2000
625	-144.8743106527254	10016.823407036161	330
626	-144.5782312937081	11.508517850740564	2000
627	-150.19591141492128	11.980881323277455	2000
628	-137.6850217077881	9.839558363786406	2000
629	-116.52985041122884	10004.079202256333	145
630	-138.97360483533703	15.297783861790993	2000
631	-149.0304451333359	11.462969600889684	2000
632	-128.6957929711789	10007.38632859999	257
633	-115.44717685319483	10003.827673283971	206
634	-115.0845192046836	10004.741819762728	145
635	-151.85436407104135	10029.173045177196	260
636	-151.379580357112	10021.829376504911	352
637	-151.06592698860914	13.116420847052495	2000
638	-151.62847668863833	12.715715666164842	2000
639	-153.4653955232352	13.768796024490609	2000
640	-156.70462768222205	14.24557928259691	2000
641	-147.80460280366242	13.10789339510433	2000
642	-117.91378217947204	10003.906839299652	222
643	-126.89284866303205	10005.414726741945	306
644	-115.65851372480392	10002.867751401167	145
645	-123.60086967563257	10006.16058393787	238
646	-123.96021808218211	10005.289508332908	260
647	-141.8946665590629	10.401623634388384	2000
648	-148.01906165084802	11.87677273853988	2000
649	-118.8098581423983	10007.451586974794	158
650	-140.72543009230867	10.42628072529923	2000
651	-116.59352912567556	10003.801203242892	125
652	-119.13496655412018	10003.908404907896	229
